"Reported road collisions by contributory factor and local authority, Great Britain, 10 years up to 2021",,,,,,
"This worksheet contains two tables, separated by a blank column. Some cells refer to notes which can be found on the notes worksheet.",,,,,,
Some cells in the 'Code_Local authority' field are labelled with 'no data' because they do not have an ONS identifier code. ,,,,,,
"Filters are active in row 5 and may hide some data. To turn off all filters select the ‘Data’ ribbon then ‘Filters’ button or use [Ctrl, Shift, L]’. ",,,,,,
Section,Contributory factor reported in accident [note 1],Region (ONS code),Region (name),Local authority (ONS code),Local authority (name),2020
Road environment contributed,Slippery inspection cover or road marking,E12000007,London,E09000029,Sutton,1
Vehicle defects,Vehicle defects,E12000007,London,E09000029,Sutton,1
Vehicle defects,"Tyres illegal, defective or under inflated",E12000007,London,E09000029,Sutton,0
Vehicle defects,Defective lights or indicators,E12000007,London,E09000029,Sutton,0
Vehicle defects,Defective brakes,E12000007,London,E09000029,Sutton,1
Vehicle defects,Defective steering or suspension,E12000007,London,E09000029,Sutton,0
Vehicle defects,Defective or missing mirrors,E12000007,London,E09000029,Sutton,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,E12000007,London,E09000029,Sutton,0
Injudicious decision,Injudicious action,E12000007,London,E09000029,Sutton,30
Injudicious decision,Disobeyed automatic traffic signal,E12000007,London,E09000029,Sutton,4
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,E12000007,London,E09000029,Sutton,4
Injudicious decision,Disobeyed double white lines,E12000007,London,E09000029,Sutton,0
Injudicious decision,Disobeyed pedestrian crossing facility,E12000007,London,E09000029,Sutton,2
Injudicious decision,Illegal turn or direction of travel,E12000007,London,E09000029,Sutton,0
Injudicious decision,Exceeding speed limit,E12000007,London,E09000029,Sutton,16
Injudicious decision,Travelling too fast for conditions,E12000007,London,E09000029,Sutton,5
Injudicious decision,Following too close,E12000007,London,E09000029,Sutton,6
Injudicious decision,Vehicle travelling along pavement,E12000007,London,E09000029,Sutton,0
Injudicious decision,Cyclist entering road from pavement,E12000007,London,E09000029,Sutton,0
Driver or rider error or reaction,Driver/Rider error or reaction,E12000007,London,E09000029,Sutton,144
Driver or rider error or reaction,Junction overshoot,E12000007,London,E09000029,Sutton,8
Driver or rider error or reaction,Junction restart (moving off at junction),E12000007,London,E09000029,Sutton,4
Driver or rider error or reaction,Poor turn or manoeuvre,E12000007,London,E09000029,Sutton,26
Driver or rider error or reaction,Failed to signal or misleading signal,E12000007,London,E09000029,Sutton,12
Driver or rider error or reaction,Driver/Rider failed to look properly,E12000007,London,E09000029,Sutton,80
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,E12000007,London,E09000029,Sutton,38
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",E12000007,London,E09000029,Sutton,0
Driver or rider error or reaction,Sudden braking,E12000007,London,E09000029,Sutton,8
Driver or rider error or reaction,Swerved,E12000007,London,E09000029,Sutton,10
Driver or rider error or reaction,Loss of control,E12000007,London,E09000029,Sutton,16
Impairment or distraction,Impairment or distraction,E12000007,London,E09000029,Sutton,27
Impairment or distraction,Driver/Rider impaired by alcohol,E12000007,London,E09000029,Sutton,8
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),E12000007,London,E09000029,Sutton,2
Impairment or distraction,Fatigue,E12000007,London,E09000029,Sutton,3
Impairment or distraction,"Uncorrected, defective eyesight",E12000007,London,E09000029,Sutton,1
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",E12000007,London,E09000029,Sutton,5
Impairment or distraction,Not displaying lights at night or in poor visibility,E12000007,London,E09000029,Sutton,1
Impairment or distraction,Rider wearing dark clothing,E12000007,London,E09000029,Sutton,0
Impairment or distraction,Driver using mobile phone,E12000007,London,E09000029,Sutton,1
Impairment or distraction,Distraction in vehicle,E12000007,London,E09000029,Sutton,6
Impairment or distraction,Distraction outside vehicle,E12000007,London,E09000029,Sutton,3
Behaviour or inexperience,Behaviour or inexperience,E12000007,London,E09000029,Sutton,33
Behaviour or inexperience,Aggressive driving,E12000007,London,E09000029,Sutton,5
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",E12000007,London,E09000029,Sutton,19
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",E12000007,London,E09000029,Sutton,8
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),E12000007,London,E09000029,Sutton,1
Behaviour or inexperience,Learner or inexperienced driver/rider,E12000007,London,E09000029,Sutton,4
Behaviour or inexperience,Inexperience of driving on the left,E12000007,London,E09000029,Sutton,0
Behaviour or inexperience,Unfamiliar with model of vehicle,E12000007,London,E09000029,Sutton,0
Vision affected by external factors,Vision affected by external factors,E12000007,London,E09000029,Sutton,28
Vision affected by external factors,Stationary or parked vehicle(s),E12000007,London,E09000029,Sutton,8
Vision affected by external factors,Vegetation,E12000007,London,E09000029,Sutton,1
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",E12000007,London,E09000029,Sutton,0
Vision affected by external factors,"Buildings, road signs, street furniture",E12000007,London,E09000029,Sutton,1
Vision affected by external factors,Dazzling headlights,E12000007,London,E09000029,Sutton,0
Vision affected by external factors,Dazzling sun,E12000007,London,E09000029,Sutton,3
Vision affected by external factors,"Rain, sleet, snow, or fog",E12000007,London,E09000029,Sutton,8
Vision affected by external factors,Spray from other vehicles,E12000007,London,E09000029,Sutton,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",E12000007,London,E09000029,Sutton,0
Vision affected by external factors,Vehicle blind spot,E12000007,London,E09000029,Sutton,10
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),E12000007,London,E09000029,Sutton,30
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,E12000007,London,E09000029,Sutton,6
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,E12000007,London,E09000029,Sutton,20
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,E12000007,London,E09000029,Sutton,4
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,E12000007,London,E09000029,Sutton,2
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),E12000007,London,E09000029,Sutton,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,E12000007,London,E09000029,Sutton,4
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),E12000007,London,E09000029,Sutton,1
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",E12000007,London,E09000029,Sutton,4
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,E12000007,London,E09000029,Sutton,2
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",E12000007,London,E09000029,Sutton,0
Special codes,Special Codes,E12000007,London,E09000029,Sutton,10
Special codes,Stolen vehicle,E12000007,London,E09000029,Sutton,2
Special codes,Vehicle in course of crime,E12000007,London,E09000029,Sutton,3
Special codes,Emergency vehicle on a call,E12000007,London,E09000029,Sutton,1
Special codes,Vehicle door opened or closed negligently,E12000007,London,E09000029,Sutton,0
Special codes,Other,E12000007,London,E09000029,Sutton,5
Any CF,Any CF,E12000007,London,E09000029,Sutton,212
Road environment contributed,Road environment contributed,E12000007,London,E09000030,Tower Hamlets,29
Road environment contributed,Poor or defective road surface ,E12000007,London,E09000030,Tower Hamlets,2
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",E12000007,London,E09000030,Tower Hamlets,2
Road environment contributed,Slippery road (due to weather),E12000007,London,E09000030,Tower Hamlets,21
Road environment contributed,Inadequate or masked signs or road markings,E12000007,London,E09000030,Tower Hamlets,0
Road environment contributed,Defective traffic signals,E12000007,London,E09000030,Tower Hamlets,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",E12000007,London,E09000030,Tower Hamlets,0
Road environment contributed,Temporary road layout (eg. contraflow),E12000007,London,E09000030,Tower Hamlets,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",E12000007,London,E09000030,Tower Hamlets,3
Road environment contributed,Animal or object in carriageway ,E12000007,London,E09000030,Tower Hamlets,1
Road environment contributed,Slippery inspection cover or road marking,E12000007,London,E09000030,Tower Hamlets,0
Vehicle defects,Vehicle defects,E12000007,London,E09000030,Tower Hamlets,1
Vehicle defects,"Tyres illegal, defective or under inflated",E12000007,London,E09000030,Tower Hamlets,0
Vehicle defects,Defective lights or indicators,E12000007,London,E09000030,Tower Hamlets,0
Vehicle defects,Defective brakes,E12000007,London,E09000030,Tower Hamlets,1
Vehicle defects,Defective steering or suspension,E12000007,London,E09000030,Tower Hamlets,0
Vehicle defects,Defective or missing mirrors,E12000007,London,E09000030,Tower Hamlets,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,E12000007,London,E09000030,Tower Hamlets,0
Injudicious decision,Injudicious action,E12000007,London,E09000030,Tower Hamlets,65
Injudicious decision,Disobeyed automatic traffic signal,E12000007,London,E09000030,Tower Hamlets,12
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,E12000007,London,E09000030,Tower Hamlets,2
Injudicious decision,Disobeyed double white lines,E12000007,London,E09000030,Tower Hamlets,1
Injudicious decision,Disobeyed pedestrian crossing facility,E12000007,London,E09000030,Tower Hamlets,1
Injudicious decision,Illegal turn or direction of travel,E12000007,London,E09000030,Tower Hamlets,10
Injudicious decision,Exceeding speed limit,E12000007,London,E09000030,Tower Hamlets,21
Injudicious decision,Travelling too fast for conditions,E12000007,London,E09000030,Tower Hamlets,11
Injudicious decision,Following too close,E12000007,London,E09000030,Tower Hamlets,12
Injudicious decision,Vehicle travelling along pavement,E12000007,London,E09000030,Tower Hamlets,4
Injudicious decision,Cyclist entering road from pavement,E12000007,London,E09000030,Tower Hamlets,3
Driver or rider error or reaction,Driver/Rider error or reaction,E12000007,London,E09000030,Tower Hamlets,349
Driver or rider error or reaction,Junction overshoot,E12000007,London,E09000030,Tower Hamlets,10
Driver or rider error or reaction,Junction restart (moving off at junction),E12000007,London,E09000030,Tower Hamlets,3
Driver or rider error or reaction,Poor turn or manoeuvre,E12000007,London,E09000030,Tower Hamlets,56
Driver or rider error or reaction,Failed to signal or misleading signal,E12000007,London,E09000030,Tower Hamlets,13
Driver or rider error or reaction,Driver/Rider failed to look properly,E12000007,London,E09000030,Tower Hamlets,193
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,E12000007,London,E09000030,Tower Hamlets,96
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",E12000007,London,E09000030,Tower Hamlets,21
Driver or rider error or reaction,Sudden braking,E12000007,London,E09000030,Tower Hamlets,23
Driver or rider error or reaction,Swerved,E12000007,London,E09000030,Tower Hamlets,12
Driver or rider error or reaction,Loss of control,E12000007,London,E09000030,Tower Hamlets,26
Impairment or distraction,Impairment or distraction,E12000007,London,E09000030,Tower Hamlets,52
Impairment or distraction,Driver/Rider impaired by alcohol,E12000007,London,E09000030,Tower Hamlets,11
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),E12000007,London,E09000030,Tower Hamlets,6
Impairment or distraction,Fatigue,E12000007,London,E09000030,Tower Hamlets,5
Impairment or distraction,"Uncorrected, defective eyesight",E12000007,London,E09000030,Tower Hamlets,2
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",E12000007,London,E09000030,Tower Hamlets,2
Impairment or distraction,Not displaying lights at night or in poor visibility,E12000007,London,E09000030,Tower Hamlets,1
Impairment or distraction,Rider wearing dark clothing,E12000007,London,E09000030,Tower Hamlets,3
